val_sharpe,val_loss,train_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,experiment_tag,config/hidden_dim,config/num_transformer_layers,config/num_attention_heads,config/dropout,config/lstm_num_layers,config/lstm_dropout,config/learning_rate,config/weight_decay,config/batch_size,config/weight_hidden_dim,config/weight_dropout,config/num_epochs
-0.2516852884276646,-1.5521552766340645,-1.5521552766340645,9,1765019868,,True,10,2025-12-06_06-17-48,1469.6458659172058,14817.441702604294,72044,Rayyans-MacBook-Pro.local,127.0.0.1,14817.441702604294,10,"11_batch_size=128,dropout=0.3624,hidden_dim=128,learning_rate=0.0014,lstm_dropout=0.1955,lstm_num_layers=1,num_attention_heads=2,num_epochs=15,num_transformer_layers=3,weight_decay=0.0000,weight_dropout=0.1206,weight_hidden_dim=32",128,3,2,0.362407696654732,1,0.19549863147860996,0.001412210807691085,1.0272319092484922e-05,128,32,0.12058368517428189,15
-0.046979683119643,-1.2896129080985623,-1.2896129080985623,14,1765016535,,True,15,2025-12-06_05-22-15,777.6516969203949,11412.569859981537,72166,Rayyans-MacBook-Pro.local,127.0.0.1,11412.569859981537,15,"12_batch_size=64,dropout=0.3774,hidden_dim=64,learning_rate=0.0006,lstm_dropout=0.2490,lstm_num_layers=2,num_attention_heads=2,num_epochs=15,num_transformer_layers=2,weight_decay=0.0006,weight_dropout=0.1682,weight_hidden_dim=48",64,2,2,0.3773652795871423,2,0.24902760138415495,0.0005822629402845031,0.0006246486336988181,64,48,0.16815213306156584,15
-0.5197970121341711,-1.0848267312450932,-1.0848267312450932,4,1765014601,,True,5,2025-12-06_04-50-01,1467.2620339393616,7588.601927280426,75323,Rayyans-MacBook-Pro.local,127.0.0.1,7588.601927280426,5,"13_batch_size=128,dropout=0.2262,hidden_dim=128,learning_rate=0.0002,lstm_dropout=0.1184,lstm_num_layers=2,num_attention_heads=2,num_epochs=15,num_transformer_layers=3,weight_decay=0.0001,weight_dropout=0.1578,weight_hidden_dim=48",128,3,2,0.22621553768486646,2,0.11839257943054245,0.00016578764616112475,6.0648937686985614e-05,128,48,0.157824488709829,15
-0.1512828429467975,-2.166473740615737,-2.166473740615737,9,1765013832,,True,10,2025-12-06_04-37-12,341.01621294021606,3527.635881662369,82011,Rayyans-MacBook-Pro.local,127.0.0.1,3527.635881662369,10,"14_batch_size=64,dropout=0.2215,hidden_dim=32,learning_rate=0.0001,lstm_dropout=0.2041,lstm_num_layers=2,num_attention_heads=4,num_epochs=15,num_transformer_layers=1,weight_decay=0.0000,weight_dropout=0.2489,weight_hidden_dim=32",32,1,4,0.22146882247680102,2,0.2040768715665674,0.0001284348018789921,1.2543941937189924e-05,64,32,0.2489253100079424,15
-0.38319382407301156,0.7444457866322548,0.7444457866322548,9,1765024454,,True,10,2025-12-06_07-34-14,977.7801401615143,10619.189326047897,89351,Rayyans-MacBook-Pro.local,127.0.0.1,10619.189326047897,10,"15_batch_size=64,dropout=0.2811,hidden_dim=128,learning_rate=0.0009,lstm_dropout=0.2392,lstm_num_layers=2,num_attention_heads=2,num_epochs=15,num_transformer_layers=1,weight_decay=0.0000,weight_dropout=0.2690,weight_hidden_dim=48",128,1,2,0.2810898698485033,2,0.23924576528938737,0.0008917490413164782,2.6565303873202673e-05,64,48,0.269038011158573,15
-0.3492950219030852,-1.4681357429790964,-1.4681357429790964,4,1765020985,,True,5,2025-12-06_06-36-25,1178.4302711486816,6380.75393819809,91161,Rayyans-MacBook-Pro.local,127.0.0.1,6380.75393819809,5,"16_batch_size=128,dropout=0.2460,hidden_dim=128,learning_rate=0.0026,lstm_dropout=0.2858,lstm_num_layers=2,num_attention_heads=4,num_epochs=15,num_transformer_layers=2,weight_decay=0.0001,weight_dropout=0.2557,weight_hidden_dim=24",128,2,4,0.24602303316306054,2,0.28583871702825536,0.002600824517894325,5.147047685968659e-05,128,24,0.2557158691550215,15
-0.3897820850829425,-1.4489035222027888,-1.4489035222027888,4,1765019215,,True,5,2025-12-06_06-06-55,528.650285243988,2676.9973084926605,95537,Rayyans-MacBook-Pro.local,127.0.0.1,2676.9973084926605,5,"17_batch_size=128,dropout=0.2111,hidden_dim=32,learning_rate=0.0002,lstm_dropout=0.2027,lstm_num_layers=1,num_attention_heads=4,num_epochs=15,num_transformer_layers=2,weight_decay=0.0007,weight_dropout=0.1528,weight_hidden_dim=32",32,2,4,0.21105176514182977,1,0.2026952013523814,0.00022539829437640352,0.0006778464552457307,128,32,0.15275945557931492,15
-0.3762219847916011,-1.395938725772527,-1.395938725772527,4,1765024497,,True,5,2025-12-06_07-34-57,990.4099471569061,5278.479259967804,2370,Rayyans-MacBook-Pro.local,127.0.0.1,5278.479259967804,5,"18_batch_size=64,dropout=0.1318,hidden_dim=128,learning_rate=0.0012,lstm_dropout=0.2267,lstm_num_layers=2,num_attention_heads=2,num_epochs=15,num_transformer_layers=1,weight_decay=0.0009,weight_dropout=0.2438,weight_hidden_dim=24",128,1,2,0.13177050136070023,2,0.22665028645742763,0.0012278911121893737,0.0008537978503989606,64,24,0.24377877252583297,15
-0.49199993641249434,-1.379938249605541,-1.379938249605541,4,1765023835,,True,5,2025-12-06_07-23-55,738.9923369884491,3964.2311251163483,4082,Rayyans-MacBook-Pro.local,127.0.0.1,3964.2311251163483,5,"19_batch_size=64,dropout=0.1561,hidden_dim=64,learning_rate=0.0005,lstm_dropout=0.1499,lstm_num_layers=2,num_attention_heads=2,num_epochs=15,num_transformer_layers=2,weight_decay=0.0000,weight_dropout=0.1301,weight_hidden_dim=48",64,2,2,0.15608270362017762,2,0.1499413741224359,0.0005059646675066798,4.8526320302844444e-05,64,48,0.13006585340338886,15
-0.3914735667581942,-1.2156848983823851,-1.2156848983823851,4,1765024555,,True,5,2025-12-06_07-35-55,653.4231510162354,3567.547564983368,7085,Rayyans-MacBook-Pro.local,127.0.0.1,3567.547564983368,5,"20_batch_size=128,dropout=0.2413,hidden_dim=64,learning_rate=0.0023,lstm_dropout=0.2329,lstm_num_layers=1,num_attention_heads=2,num_epochs=15,num_transformer_layers=2,weight_decay=0.0001,weight_dropout=0.1441,weight_hidden_dim=48",64,2,2,0.24131217348185038,1,0.23291609296651036,0.0023069891636263704,8.496111437349927e-05,128,48,0.14412857477596924,15
-0.3674612844946813,-1.3745318922640686,-1.3745318922640686,4,1765026725,,True,5,2025-12-06_08-12-05,573.5623829364777,2886.3101239204407,15359,Rayyans-MacBook-Pro.local,127.0.0.1,2886.3101239204407,5,"21_batch_size=64,dropout=0.3166,hidden_dim=64,learning_rate=0.0004,lstm_dropout=0.2675,lstm_num_layers=2,num_attention_heads=4,num_epochs=15,num_transformer_layers=1,weight_decay=0.0003,weight_dropout=0.2809,weight_hidden_dim=48",64,1,4,0.31663568080643545,2,0.26752862670488053,0.00042744123385087874,0.0003209077577995848,64,48,0.28086723092362126,15
-0.046979683119643,-1.2434948672895882,-1.2434948672895882,14,1765036747,,True,15,2025-12-06_10-59-07,744.9286601543427,12289.881009817123,17126,Rayyans-MacBook-Pro.local,127.0.0.1,12289.881009817123,15,"22_batch_size=64,dropout=0.3104,hidden_dim=64,learning_rate=0.0037,lstm_dropout=0.2694,lstm_num_layers=2,num_attention_heads=4,num_epochs=15,num_transformer_layers=2,weight_decay=0.0003,weight_dropout=0.1949,weight_hidden_dim=48",64,2,4,0.3103532581469604,2,0.26941013360315375,0.003664499799658984,0.00028946453776706213,64,48,0.1949493497916189,15
-0.6507109869731404,-1.2655084904171199,-1.2655084904171199,4,1765027380,,True,5,2025-12-06_08-23-00,524.1067321300507,2880.896302461624,17253,Rayyans-MacBook-Pro.local,127.0.0.1,2880.896302461624,5,"23_batch_size=64,dropout=0.1868,hidden_dim=64,learning_rate=0.0048,lstm_dropout=0.1477,lstm_num_layers=2,num_attention_heads=4,num_epochs=15,num_transformer_layers=1,weight_decay=0.0000,weight_dropout=0.2882,weight_hidden_dim=48",64,1,4,0.1867678365422361,2,0.14769972102919496,0.00480560846111294,1.9687061658573232e-06,64,48,0.28815201006116425,15
-0.40039125457464425,-1.4063345079702998,-1.4063345079702998,4,1765028741,,True,5,2025-12-06_08-45-41,815.4670062065125,4183.6722848415375,17417,Rayyans-MacBook-Pro.local,127.0.0.1,4183.6722848415375,5,"24_batch_size=64,dropout=0.3902,hidden_dim=64,learning_rate=0.0013,lstm_dropout=0.2626,lstm_num_layers=2,num_attention_heads=4,num_epochs=15,num_transformer_layers=2,weight_decay=0.0000,weight_dropout=0.2060,weight_hidden_dim=48",64,2,4,0.39022864442988486,2,0.26261067029341556,0.0012844458450601518,3.9866679566316084e-06,64,48,0.20598166141017354,15
-0.4636926059848937,-1.4441900214925774,-1.4441900214925774,4,1765029728,,True,5,2025-12-06_09-02-08,565.4188048839569,3000.0061609745026,24245,Rayyans-MacBook-Pro.local,127.0.0.1,3000.0061609745026,5,"25_batch_size=64,dropout=0.2941,hidden_dim=64,learning_rate=0.0004,lstm_dropout=0.1501,lstm_num_layers=2,num_attention_heads=4,num_epochs=15,num_transformer_layers=1,weight_decay=0.0002,weight_dropout=0.2988,weight_hidden_dim=48",64,1,4,0.29414059393227077,2,0.1500784875837194,0.00038922087695773296,0.00020041947097227276,64,48,0.2988378983240443,15
-0.6674214121316031,-1.0944811577391091,-1.0944811577391091,9,1765035026,,True,10,2025-12-06_10-30-26,803.9137830734253,7642.601370573044,26368,Rayyans-MacBook-Pro.local,127.0.0.1,7642.601370573044,10,"26_batch_size=64,dropout=0.3540,hidden_dim=64,learning_rate=0.0008,lstm_dropout=0.2127,lstm_num_layers=2,num_attention_heads=2,num_epochs=15,num_transformer_layers=2,weight_decay=0.0003,weight_dropout=0.1047,weight_hidden_dim=48",64,2,2,0.3539777356874233,2,0.2127015685397736,0.0008378247001724006,0.00033255582902578157,64,48,0.10469478422121237,15
-0.4346199659263284,-1.628068290613619,-1.628068290613619,4,1765030372,,True,5,2025-12-06_09-12-52,304.7220606803894,1627.25603556633,30881,Rayyans-MacBook-Pro.local,127.0.0.1,1627.25603556633,5,"27_batch_size=64,dropout=0.1657,hidden_dim=32,learning_rate=0.0006,lstm_dropout=0.1797,lstm_num_layers=2,num_attention_heads=2,num_epochs=15,num_transformer_layers=1,weight_decay=0.0002,weight_dropout=0.1925,weight_hidden_dim=48",32,1,2,0.16570917451498943,2,0.17974754355960554,0.0006298655832593445,0.00015175988058113108,64,48,0.19249011276297742,15
-0.046979683119643,-1.204548595473899,-1.204548595473899,14,1765041306,,True,15,2025-12-06_12-15-06,747.6599180698395,11575.439134836197,34238,Rayyans-MacBook-Pro.local,127.0.0.1,11575.439134836197,15,"28_batch_size=128,dropout=0.1766,hidden_dim=64,learning_rate=0.0047,lstm_dropout=0.2542,lstm_num_layers=2,num_attention_heads=4,num_epochs=15,num_transformer_layers=2,weight_decay=0.0005,weight_dropout=0.1383,weight_hidden_dim=48",64,2,4,0.17657938137454257,2,0.25423077149034057,0.004719715360938846,0.0005133044443592945,128,48,0.13827569123965747,15
-0.4061981269550704,-1.254194400568881,-1.254194400568881,4,1765032112,,True,5,2025-12-06_09-41-52,310.75080585479736,1737.3409202098846,36562,Rayyans-MacBook-Pro.local,127.0.0.1,1737.3409202098846,5,"29_batch_size=64,dropout=0.3771,hidden_dim=32,learning_rate=0.0016,lstm_dropout=0.2835,lstm_num_layers=2,num_attention_heads=2,num_epochs=15,num_transformer_layers=1,weight_decay=0.0004,weight_dropout=0.2146,weight_hidden_dim=48",32,1,2,0.3770845418842035,2,0.28349790451430407,0.001563071585405435,0.0003877982835539912,64,48,0.2146287910051623,15
-0.05570151225652228,-2.3615507779233753,-2.3615507779233753,14,1765042855,,True,15,2025-12-06_12-40-55,501.6774468421936,10740.24414896965,43128,Rayyans-MacBook-Pro.local,127.0.0.1,10740.24414896965,15,"30_batch_size=128,dropout=0.3351,hidden_dim=64,learning_rate=0.0001,lstm_dropout=0.1647,lstm_num_layers=2,num_attention_heads=4,num_epochs=15,num_transformer_layers=2,weight_decay=0.0010,weight_dropout=0.1663,weight_hidden_dim=24",64,2,4,0.3351317182943202,2,0.16467601842429758,0.00010258297167043055,0.0009915316398331688,128,24,0.1662813352215658,15
